dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
05/01/1875,10.746,0.376,17.509,1.105,4.163,0.664,15.792,0.183
06/01/1875,13.157,0.418,19.603,0.965,6.497000000000001,0.583,16.358,0.185
07/01/1875,14.144,0.397,20.534,0.727,7.872999999999998,0.614,16.683,0.175
08/01/1875,13.401,0.433,20.053,0.76,7.326999999999999,0.718,16.637999999999998,0.187
09/01/1875,11.319,0.394,17.713,0.726,5.172999999999999,0.741,16.059,0.186
10/01/1875,8.584999999999999,0.39,14.754,0.7340000000000001,2.205,0.935,15.125,0.185
11/01/1875,4.614,0.366,10.56,0.821,-1.3509999999999998,1.031,13.905,0.182
12/01/1875,2.665,0.413,8.741999999999999,1.13,-2.402,1.339,13.229,0.193
01/01/1876,1.856,0.503,7.327000000000001,1.027,-3.325,0.883,13.1,0.209
02/01/1876,2.617,0.505,8.895,1.215,-3.095,0.8959999999999999,13.496,0.208
03/01/1876,4.748,0.515,10.247,0.823,-1.711,0.969,14.047,0.21
04/01/1876,8.199,0.412,14.188,0.8240000000000001,1.814,0.805,14.95,0.193
05/01/1876,10.69,0.513,16.783,0.745,4.7280000000000015,0.684,15.57,0.204
06/01/1876,13.130999999999998,0.28,18.888,0.769,6.7700000000000005,0.977,16.290000000000006,0.154
07/01/1876,14.319,0.369,19.855,0.715,7.891,0.861,16.848,0.173
08/01/1876,13.481,0.407,19.665,0.63,7.549999999999999,0.7090000000000001,16.579,0.186
09/01/1876,11.687,0.377,17.667,0.662,5.687,0.848,15.89,0.2
10/01/1876,8.946,0.327,14.4,0.677,2.766,1.037,15.047,0.175
11/01/1876,5.093,0.414,10.498,0.7509999999999999,-0.6530000000000002,0.7959999999999999,13.903,0.187
12/01/1876,2.194,0.58,8.805,0.8220000000000001,-2.806,0.985,13.193,0.221
01/01/1877,2.286,0.708,8.078999999999999,1.095,-3.1620000000000004,1.132,13.306,0.249
02/01/1877,2.928,0.584,9.755,1.222,-2.357,0.872,13.732,0.232
03/01/1877,5.297000000000001,0.487,10.782,0.7440000000000001,-1.4780000000000002,0.893,14.459,0.204
04/01/1877,8.039,0.429,13.827,0.767,2.032,0.845,15.126,0.197
05/01/1877,11.056,0.4,16.802,0.598,5.022,0.696,15.854,0.185
06/01/1877,13.384,0.464,19.257,0.604,6.875,0.907,16.594,0.2
07/01/1877,14.642,0.402,20.733,0.62,8.18,0.7290000000000001,17.004,0.183
08/01/1877,14.151,0.383,20.643,0.8759999999999999,7.786,0.894,17.076,0.174
09/01/1877,12.075,0.418,17.930999999999997,0.53,5.9670000000000005,0.6920000000000001,16.437,0.187
10/01/1877,9.273,0.273,14.324000000000002,0.758,2.704,0.89,15.536,0.165
11/01/1877,6.348,0.479,11.54,1.008,0.7889999999999999,0.757,14.564,0.195
12/01/1877,2.9960000000000004,0.444,9.491,1.212,-0.5750000000000002,0.845,13.704,0.19
01/01/1878,2.0170000000000003,0.461,8.277999999999999,1.004,-3.083,1.011,13.537999999999998,0.191
02/01/1878,3.728,0.563,9.483,1.226,-1.7140000000000002,1.063,14.177,0.214
03/01/1878,6.6080000000000005,0.477,12.343,0.8029999999999999,0.3609999999999999,0.991,14.882,0.203
04/01/1878,8.899,0.431,15.041,0.7170000000000001,2.963,0.946,15.573,0.185
05/01/1878,11.017,0.419,16.945999999999998,0.807,5.090000000000002,0.797,16.016,0.188
06/01/1878,13.796,0.38,19.356,0.398,7.461,0.8290000000000001,16.711000000000002,0.185
07/01/1878,14.742,0.378,20.299,0.481,8.582,0.706,16.999000000000002,0.183
08/01/1878,14.094,0.465,20.308,0.573,8.074,0.516,16.905,0.184
09/01/1878,12.093,0.375,17.827,0.674,6.1,0.831,16.267,0.177
10/01/1878,9.173,0.306,15.255,0.605,3.506,0.893,15.307,0.165
11/01/1878,6.446000000000001,0.429,12.502,0.823,0.6859999999999999,0.8320000000000001,14.388,0.184
12/01/1878,3.344,0.415,9.268,0.988,-2.246,1.086,13.526,0.176
01/01/1879,2.303,0.6579999999999999,8.558,0.8859999999999999,-3.3110000000000004,0.978,13.349,0.23
02/01/1879,2.737,0.672,8.69,0.862,-3.0810000000000004,0.873,13.63,0.233
03/01/1879,4.924,0.461,10.686,0.8909999999999999,-1.3890000000000002,0.789,14.34,0.183
04/01/1879,7.767999999999999,0.458,14.201,0.835,1.986,0.736,14.987,0.182
05/01/1879,10.803,0.388,16.752000000000002,0.581,4.5360000000000005,0.695,15.807,0.1639999999999999
06/01/1879,13.23,0.459,19.022,0.703,7.018000000000002,0.527,16.500999999999998,0.176
07/01/1879,14.238,0.379,19.637,0.607,7.64,0.491,16.746000000000002,0.1639999999999999
08/01/1879,13.245,0.426,19.125,0.473,7.289999999999999,0.5870000000000001,16.635,0.171
09/01/1879,11.449000000000002,0.357,17.652,0.8490000000000001,5.542000000000001,0.51,16.007,0.163
10/01/1879,9.229,0.331,14.744000000000002,0.746,2.747,0.7609999999999999,15.25,0.156
11/01/1879,5.526,0.376,11.549,0.815,-0.5,0.691,14.203,0.168
12/01/1879,2.5380000000000003,0.596,8.173,0.866,-3.531,1.151,13.318,0.211
01/01/1880,1.755,0.5720000000000001,7.882999999999999,0.757,-3.37,0.8640000000000001,13.129,0.204
02/01/1880,2.052,0.491,7.957000000000001,0.909,-3.767,0.7959999999999999,13.407,0.187
03/01/1880,4.63,0.468,10.655,0.912,-1.814,0.7959999999999999,14.273,0.186
04/01/1880,7.558999999999998,0.456,14.082,0.711,1.2979999999999998,0.623,15.008,0.194
05/01/1880,11.095999999999998,0.389,16.917,0.7490000000000001,4.877000000000002,0.772,15.85,0.172
06/01/1880,13.327,0.436,19.29,0.5579999999999999,6.597,0.631,16.400000000000002,0.175
07/01/1880,14.140999999999998,0.396,20.037,0.5539999999999999,7.852,0.691,16.687,0.1669999999999999
08/01/1880,13.807,0.384,19.502,0.7929999999999999,7.555,0.698,16.695,0.163
09/01/1880,11.386,0.289,17.558000000000003,0.59,5.84,0.636,15.918,0.148
10/01/1880,8.673,0.296,14.567,0.4920000000000001,2.8960000000000004,0.73,15.024,0.149
11/01/1880,5.893,0.386,10.826,0.596,-0.6540000000000001,0.797,14.233,0.162
12/01/1880,3.1060000000000003,0.416,7.6869999999999985,0.733,-2.657,0.82,13.48,0.168
01/01/1881,2.4610000000000003,0.634,7.3439999999999985,0.7240000000000001,-3.687,0.981,13.396,0.221
02/01/1881,2.6260000000000003,0.595,8.594,0.6920000000000001,-2.813,0.77,13.625,0.21
03/01/1881,5.01,0.52,10.925999999999998,0.613,-1.131,0.493,14.355,0.193
04/01/1881,8.322999999999999,0.362,14.297,0.787,2.291,0.879,15.267,0.157
05/01/1881,11.165,0.406,17.283,0.8420000000000001,5.263000000000001,0.644,15.999,0.172
06/01/1881,12.745,0.357,18.946,0.7170000000000001,6.801,0.534,16.329,0.1639999999999999
07/01/1881,14.203,0.344,20.295,0.6759999999999999,8.334,0.504,16.783,0.155
08/01/1881,13.71,0.376,19.879,0.5589999999999999,8.046999999999999,0.7879999999999999,16.665,0.154
09/01/1881,11.689,0.287,17.430000000000003,0.6659999999999999,5.876,0.535,15.982,0.141
10/01/1881,8.850999999999997,0.315,14.232,0.518,2.9360000000000004,0.449,15.115,0.148
11/01/1881,5.272,0.397,10.781,0.674,-0.203,0.552,14.019,0.157
12/01/1881,3.196,0.439,8.597999999999999,1.063,-2.5970000000000004,0.537,13.511,0.1689999999999999
01/01/1882,2.99,0.486,8.392000000000001,0.69,-3.022,0.914,13.632,0.18
02/01/1882,3.2310000000000003,0.4270000000000001,8.754,0.826,-3.067,1.06,13.843,0.172
03/01/1882,5.04,0.498,10.794,0.634,-1.411,0.718,14.339,0.185
04/01/1882,7.690999999999999,0.369,13.713,0.516,1.7519999999999998,0.664,15.031,0.156
05/01/1882,10.888,0.337,16.830000000000002,0.5770000000000001,4.8870000000000005,0.546,15.816,0.151
06/01/1882,12.805,0.298,18.941,0.613,7.032,0.534,16.355999999999998,0.142
07/01/1882,13.747,0.334,19.773,0.639,7.965,0.488,16.634,0.148
08/01/1882,13.703,0.433,19.832,0.748,7.8359999999999985,0.443,16.678,0.171
09/01/1882,11.736,0.287,17.769000000000005,0.493,5.891,0.458,16.108,0.141
10/01/1882,8.445,0.327,14.595999999999998,0.659,2.784,0.461,15.022,0.151
11/01/1882,5.066,0.359,11.404000000000002,0.892,-0.581,0.841,14.033,0.157
12/01/1882,2.205,0.404,8.573,0.7440000000000001,-2.795,0.581,13.187,0.1669999999999999
01/01/1883,1.4600000000000002,0.53,7.063999999999999,0.622,-4.519,0.605,13.106,0.19
02/01/1883,1.856,0.498,7.54,0.934,-4.303000000000001,0.65,13.358,0.18
03/01/1883,4.928999999999999,0.421,10.123,0.625,-2.0940000000000003,0.726,14.236,0.162
04/01/1883,7.690999999999999,0.424,13.967,0.528,1.4680000000000002,0.7,14.916,0.166
05/01/1883,10.832,0.354,16.898,0.512,4.793,0.459,15.825,0.153
06/01/1883,13.302,0.294,20.049,0.703,7.303,0.398,16.512,0.139
07/01/1883,14.011,0.355,20.457,0.625,7.7189999999999985,0.453,16.664,0.146
08/01/1883,13.224,0.34,19.591,0.65,7.463999999999999,0.365,16.538,0.136
09/01/1883,11.343,0.327,17.663,0.583,5.299,0.349,15.956,0.1369999999999999
10/01/1883,8.908999999999997,0.249,14.621,0.569,2.6710000000000003,0.601,15.054,0.123
11/01/1883,4.905,0.293,10.987,0.5589999999999999,-0.436,0.647,13.943,0.135
12/01/1883,3.261,0.363,8.587,0.629,-2.803,0.76,13.451,0.147
01/01/1884,2.12,0.472,7.566999999999998,0.598,-4.118,0.947,13.279000000000002,0.17
02/01/1884,2.474,0.486,8.292,0.6759999999999999,-3.841,0.4970000000000001,13.6,0.176
03/01/1884,3.892,0.476,10.552,0.595,-2.444,0.75,13.914,0.174
04/01/1884,7.185999999999999,0.311,13.58,0.5579999999999999,0.6990000000000001,0.6459999999999999,14.744000000000002,0.136
05/01/1884,10.198,0.353,16.465999999999998,0.56,3.9890000000000008,0.453,15.558,0.14
06/01/1884,12.527,0.382,18.787,0.643,6.362,0.517,16.185000000000002,0.144
07/01/1884,13.622,0.375,19.569000000000003,0.544,7.468,0.494,16.434,0.143
08/01/1884,13.257,0.41,19.318,0.5539999999999999,7.250999999999999,0.457,16.408,0.151
09/01/1884,11.235,0.392,17.365000000000002,0.8490000000000001,5.365,0.345,15.826,0.148
10/01/1884,8.581,0.307,14.304,0.463,2.587,0.5770000000000001,14.954,0.13
11/01/1884,5.164,0.383,10.464,0.563,-0.991,0.486,13.827,0.144
12/01/1884,3.028,0.408,8.041,0.6709999999999999,-2.5540000000000003,0.6609999999999999,13.27,0.152
01/01/1885,1.003,0.664,6.420999999999999,0.664,-4.621,0.698,12.889,0.215
02/01/1885,2.2430000000000003,0.578,8.247,0.695,-3.438,0.728,13.327,0.192
03/01/1885,4.622,0.381,10.56,0.6,-2.023,0.603,14.021,0.146
04/01/1885,7.3359999999999985,0.398,13.483,0.745,1.352,0.428,14.747,0.148
05/01/1885,10.567,0.391,16.704,0.657,4.202,0.7390000000000001,15.565,0.145
06/01/1885,12.716,0.304,18.762,0.513,6.492000000000001,0.343,16.105,0.129
07/01/1885,13.972,0.369,20.205,0.496,7.627999999999999,0.5539999999999999,16.601,0.142
08/01/1885,13.351,0.445,19.889,0.6679999999999999,7.087000000000001,0.607,16.438,0.157
09/01/1885,11.435,0.365,17.317,0.534,5.28,0.451,15.907,0.14
10/01/1885,8.722000000000001,0.347,14.707,0.494,2.547,0.426,15.054,0.1369999999999999
11/01/1885,5.425,0.377,11.488,0.436,-0.476,0.726,14.057,0.143
12/01/1885,3.644,0.481,9.156,0.5539999999999999,-1.539,0.7190000000000001,13.542,0.165
01/01/1886,1.436,0.545,7.023,0.5870000000000001,-3.755,0.552,13.001,0.181
02/01/1886,1.793,0.453,8.015,0.79,-3.884,0.782,13.175999999999998,0.16
03/01/1886,4.2620000000000005,0.346,10.568,0.539,-2.188,0.6659999999999999,13.888,0.135
04/01/1886,7.909,0.299,14.085,0.5920000000000001,1.367,0.461,14.841,0.129
05/01/1886,10.784,0.468,17.195999999999998,0.8,4.4220000000000015,0.496,15.837,0.165
06/01/1886,12.789,0.318,19.145,0.665,6.5600000000000005,0.627,16.197000000000006,0.127
07/01/1886,14.226,0.354,20.004,0.72,8.055,0.5429999999999999,16.622,0.138
08/01/1886,13.323,0.369,19.344,0.71,7.449,0.595,16.458000000000002,0.1369999999999999
09/01/1886,11.6,0.3229999999999999,17.419,0.604,5.62,0.313,15.831,0.131
10/01/1886,8.604,0.355,14.735,0.608,2.58,0.457,14.979,0.139
11/01/1886,5.226,0.353,11.208,0.483,-0.71,0.5429999999999999,13.877,0.141
12/01/1886,3.502,0.449,8.616,0.7170000000000001,-1.862,0.8420000000000001,13.316,0.161
01/01/1887,0.8240000000000001,0.568,6.863999999999999,0.545,-4.678000000000001,1.038,12.62,0.187
02/01/1887,2.0540000000000003,0.464,8.142999999999999,0.5539999999999999,-4.0470000000000015,0.536,13.095999999999998,0.166
03/01/1887,4.552,0.433,10.828,0.514,-1.901,0.45,13.946,0.16
04/01/1887,7.789,0.333,13.936,0.406,1.524,0.471,14.941,0.141
05/01/1887,10.84,0.396,17.337,0.501,4.569000000000001,0.449,15.651,0.153
06/01/1887,12.89,0.327,18.431,0.629,6.513999999999999,0.58,16.214000000000002,0.136
07/01/1887,14.021,0.343,19.899,0.6659999999999999,8.199,0.436,16.63,0.1369999999999999
08/01/1887,13.097,0.358,19.177,0.593,7.390999999999999,0.696,16.372,0.138
09/01/1887,11.707,0.378,17.392000000000003,0.4920000000000001,5.7010000000000005,0.496,15.916,0.147
10/01/1887,8.738,0.263,14.716,0.69,2.531,0.413,14.983,0.126
11/01/1887,5.5920000000000005,0.382,11.66,0.575,-0.2640000000000001,0.446,14.037,0.145
12/01/1887,2.875,0.46,8.298,0.901,-2.656,0.6559999999999999,13.386,0.166
01/01/1888,1.7080000000000002,0.375,6.685999999999999,0.579,-4.299,0.531,13.132,0.148
02/01/1888,2.039,0.456,7.898,0.701,-3.555,0.942,13.32,0.165
03/01/1888,4.3,0.401,10.491,0.504,-2.039,0.569,13.972,0.152
04/01/1888,7.845,0.429,13.884,0.8370000000000001,1.66,0.738,14.938,0.157
05/01/1888,10.62,0.389,16.329,0.5429999999999999,4.187,0.598,15.73,0.152
06/01/1888,12.921,0.395,18.897,0.738,6.476,0.482,16.360000000000007,0.153
07/01/1888,14.242,0.321,20.063,0.746,7.77,0.403,16.686,0.135
08/01/1888,13.511,0.436,19.36,0.716,7.2879999999999985,0.476,16.611,0.158
09/01/1888,11.685,0.344,17.808000000000003,0.375,5.468999999999999,0.561,15.995,0.142
10/01/1888,9.201,0.286,14.783,0.391,2.951,0.493,15.318,0.131
11/01/1888,5.792000000000001,0.361,11.384,0.377,0.052,0.42,14.259,0.144
12/01/1888,3.222,0.396,9.327,0.557,-2.511,0.512,13.608,0.154
01/01/1889,1.7619999999999998,0.458,7.377000000000001,0.7290000000000001,-4.053000000000001,0.984,13.417,0.168
02/01/1889,3.409,0.399,8.814,0.612,-2.899,0.526,13.954,0.156
03/01/1889,5.299,0.419,11.628,0.611,-0.8079999999999999,0.452,14.446,0.165
04/01/1889,8.588999999999999,0.332,14.392,0.519,2.502,0.51,15.305,0.146
05/01/1889,11.242,0.3720000000000001,17.19,0.505,5.032,0.524,15.915,0.153
06/01/1889,13.288,0.275,19.314,0.586,7.1960000000000015,0.399,16.498,0.132
07/01/1889,14.225,0.327,20.315,0.494,8.311,0.347,16.796,0.144
08/01/1889,13.504,0.383,19.732,0.535,7.614999999999998,0.452,16.604,0.153
09/01/1889,11.547,0.339,17.455000000000002,0.416,5.635,0.5589999999999999,15.913,0.146
10/01/1889,8.865,0.282,14.902,0.594,2.608,0.84,15.116,0.139
11/01/1889,4.9990000000000006,0.44,11.146,0.522,-0.5670000000000001,0.42,13.996,0.1689999999999999
12/01/1889,3.099,0.412,9.264,0.438,-2.395,0.596,13.401,0.158
01/01/1890,1.836,0.401,7.6469999999999985,0.458,-4.24,0.56,13.068,0.157
02/01/1890,2.516,0.373,8.668,0.564,-3.764,0.461,13.394,0.157
03/01/1890,4.21,0.377,10.474,0.404,-2.1710000000000003,0.573,13.890999999999998,0.158
04/01/1890,7.738999999999999,0.357,13.672,0.64,1.641,0.408,14.875,0.153
05/01/1890,10.464,0.373,16.865000000000002,0.595,3.943000000000001,0.403,15.624,0.156
06/01/1890,12.872,0.352,18.703,0.627,6.707000000000002,0.5720000000000001,16.25,0.147
07/01/1890,14.034,0.354,19.718,0.908,7.857,0.687,16.528,0.153
08/01/1890,13.265999999999998,0.352,19.325,0.67,7.146999999999999,0.407,16.427,0.148
09/01/1890,11.546,0.324,17.266000000000002,0.522,5.494,0.398,15.842,0.145
10/01/1890,9.178,0.238,14.747,0.415,3.367,0.542,15.02,0.135
11/01/1890,5.03,0.273,11.451,0.6659999999999999,-1.043,0.562,13.803,0.138
12/01/1890,2.969,0.342,8.611,0.512,-2.729,0.526,13.367,0.149
01/01/1891,1.6780000000000002,0.351,7.588999999999999,0.622,-4.011,0.4920000000000001,13.037,0.155
02/01/1891,1.88,0.398,8.122,0.569,-4.465,0.507,13.298,0.165
03/01/1891,4.755,0.331,10.629,0.44,-1.449,0.593,14.191,0.153
04/01/1891,7.6179999999999986,0.284,13.979,0.382,1.182,0.424,14.918,0.147
05/01/1891,10.785,0.388,16.645,0.453,4.317,0.385,15.844,0.162
06/01/1891,12.888,0.253,18.588,0.48,6.635000000000002,0.413,16.297,0.1369999999999999
07/01/1891,13.93,0.338,19.849,0.393,7.818,0.445,16.62,0.155
08/01/1891,13.496,0.365,19.472,0.584,7.289999999999999,0.454,16.549,0.162
09/01/1891,11.763,0.264,17.649,0.614,5.704,0.342,16.07,0.14
10/01/1891,8.722000000000001,0.281,15.042,0.324,2.764,0.383,15.023,0.147
11/01/1891,5.115,0.353,11.033,0.349,-0.7809999999999999,0.324,13.92,0.151
12/01/1891,3.602,0.418,9.803,0.429,-2.138,0.531,13.559,0.1689999999999999
01/01/1892,2.018,0.399,7.683,0.462,-3.93,0.465,13.264,0.162
02/01/1892,2.805,0.326,9.078,0.667,-3.253,0.464,13.667000000000002,0.146
03/01/1892,4.362,0.39,10.752,0.599,-1.931,0.4320000000000001,13.979,0.158
04/01/1892,7.5619999999999985,0.301,13.802,0.415,1.2049999999999998,0.4270000000000001,14.803999999999998,0.149
05/01/1892,10.622,0.36,16.578000000000007,0.413,4.426,0.413,15.655,0.158
06/01/1892,13.263,0.279,19.003,0.463,6.86,0.322,16.303,0.149
07/01/1892,13.89,0.328,19.82,0.529,7.917000000000001,0.364,16.476,0.157
08/01/1892,13.42,0.353,19.264,0.477,7.447999999999999,0.389,16.39,0.155
09/01/1892,11.764,0.26,17.858,0.397,5.5520000000000005,0.326,15.998,0.145
10/01/1892,9.29,0.268,15.08,0.388,3.347,0.388,15.126,0.147
11/01/1892,4.859,0.331,10.432,0.728,-1.014,0.469,13.732,0.156
12/01/1892,2.935,0.471,8.297,0.59,-2.8470000000000004,0.452,13.196,0.19
01/01/1893,0.5,0.488,5.9,0.799,-5.3450000000000015,0.48,12.702,0.186
02/01/1893,1.654,0.365,7.616,0.5429999999999999,-4.558,0.4970000000000001,13.23,0.161
03/01/1893,4.979,0.4,11.066,0.62,-1.2520000000000002,0.368,14.111,0.163
04/01/1893,7.994,0.294,13.697,0.6459999999999999,1.582,0.379,14.871,0.147
05/01/1893,10.747,0.365,16.812,0.478,4.489000000000001,0.377,15.662,0.155
06/01/1893,13.050999999999998,0.287,18.981,0.343,6.7810000000000015,0.364,16.382,0.144
07/01/1893,14.318,0.339,20.005,0.426,8.102,0.387,16.788,0.155
08/01/1893,13.454,0.3670000000000001,19.448,0.348,7.321999999999999,0.336,16.650000000000002,0.153
09/01/1893,11.767,0.295,17.799000000000003,0.308,5.599,0.26,15.932,0.139
10/01/1893,9.16,0.263,15.185,0.325,3.099,0.3720000000000001,15.152,0.139
11/01/1893,5.902,0.281,11.701,0.326,-0.143,0.272,14.079,0.144
12/01/1893,3.155,0.399,9.03,0.429,-2.79,0.321,13.388,0.165
01/01/1894,1.6909999999999998,0.3720000000000001,7.409999999999998,0.5670000000000001,-4.0390000000000015,0.422,13.039,0.159
02/01/1894,2.923,0.354,8.898,0.534,-3.028,0.486,13.455,0.155
03/01/1894,5.118,0.398,11.086,0.439,-1.093,0.643,14.08,0.1669999999999999
04/01/1894,7.6629999999999985,0.355,13.793,0.498,1.472,0.371,14.794,0.156
05/01/1894,10.944,0.293,16.929000000000002,0.441,4.6110000000000015,0.39,15.656,0.148
06/01/1894,12.858,0.276,18.782,0.362,6.6030000000000015,0.341,16.226000000000006,0.142
07/01/1894,14.004,0.311,19.851,0.483,7.787999999999999,0.335,16.687,0.156
08/01/1894,13.488,0.364,19.326,0.373,7.363999999999999,0.35,16.565,0.151
09/01/1894,11.579999999999998,0.279,17.425,0.257,5.502999999999999,0.317,15.927,0.141
10/01/1894,9.125,0.223,15.042,0.419,2.997,0.356,15.165,0.134
11/01/1894,5.405,0.282,11.187,0.338,-0.4909999999999999,0.46,14.036,0.146
12/01/1894,3.133,0.3,8.757,0.392,-2.202,0.535,13.347,0.149
01/01/1895,1.2950000000000002,0.28,6.960999999999999,0.6609999999999999,-4.319,0.657,13.084,0.14
02/01/1895,2.0,0.329,8.18,0.6859999999999999,-4.026,0.534,13.303,0.153
03/01/1895,4.689,0.318,10.838,0.333,-1.594,0.389,13.989,0.157
04/01/1895,8.247,0.285,14.509,0.457,1.915,0.4970000000000001,15.005,0.154
05/01/1895,10.867,0.321,16.892000000000003,0.487,4.638999999999999,0.373,15.703,0.158
06/01/1895,13.058,0.266,19.059,0.485,6.905,0.312,16.352,0.141
07/01/1895,14.053,0.312,19.614,0.563,7.875,0.382,16.715999999999998,0.153
08/01/1895,13.489,0.36,19.471,0.414,7.167000000000001,0.338,16.612000000000002,0.151
09/01/1895,11.743,0.294,17.597,0.426,5.687,0.303,15.981,0.141
10/01/1895,9.117,0.224,15.159,0.235,2.878,0.359,15.151,0.125
11/01/1895,5.744,0.268,11.42,0.49,-0.011,0.42,14.219,0.138
12/01/1895,3.462,0.334,9.232,0.32,-2.206,0.403,13.513,0.151
01/01/1896,2.291,0.392,7.923999999999999,0.637,-3.4080000000000004,0.446,13.366,0.162
02/01/1896,2.707,0.288,8.447000000000001,0.504,-3.367,0.606,13.576,0.146
03/01/1896,4.279,0.302,10.469,0.35,-1.868,0.4270000000000001,14.047,0.145
04/01/1896,7.329999999999999,0.347,13.586,0.531,1.225,0.3720000000000001,14.895,0.16
05/01/1896,10.893,0.339,17.01,0.496,4.626,0.484,15.817,0.16
06/01/1896,13.303999999999998,0.267,19.34,0.703,6.863,0.348,16.515,0.14
07/01/1896,14.233,0.328,19.886,0.413,8.087,0.321,16.866,0.151
08/01/1896,13.624,0.369,19.572,0.384,7.274999999999999,0.3670000000000001,16.762,0.157
09/01/1896,11.824000000000002,0.277,17.727,0.409,5.561,0.353,16.143,0.142
10/01/1896,9.416,0.229,15.35,0.326,3.212,0.361,15.27,0.13
11/01/1896,5.3660000000000005,0.296,11.173,0.506,-0.4690000000000001,0.4,14.187,0.141
12/01/1896,3.312,0.272,8.811,0.439,-2.3600000000000003,0.309,13.643,0.142
01/01/1897,1.893,0.36,7.411999999999999,0.354,-3.5730000000000004,0.474,13.312,0.161
02/01/1897,2.4290000000000003,0.281,8.148,0.49,-3.519,0.475,13.555,0.145
03/01/1897,4.345,0.29,10.442,0.524,-2.123,0.457,14.152,0.155
04/01/1897,8.277999999999999,0.277,14.293,0.454,1.74,0.293,15.217,0.143
05/01/1897,11.377,0.306,17.250999999999998,0.411,5.0680000000000005,0.457,16.02,0.145
06/01/1897,13.319,0.355,19.445,0.7170000000000001,7.226,0.357,16.505000000000006,0.155
07/01/1897,14.31,0.37,20.297,0.407,8.312000000000001,0.332,16.783,0.161
08/01/1897,13.668,0.392,19.753,0.422,7.592,0.329,16.676000000000002,0.161
09/01/1897,11.925,0.254,17.918000000000006,0.269,5.901,0.281,16.067999999999998,0.133
10/01/1897,9.197,0.251,15.166,0.412,3.279,0.258,15.168,0.135
11/01/1897,5.6080000000000005,0.349,11.616,0.524,-0.197,0.407,14.047,0.153
12/01/1897,3.1710000000000003,0.281,8.5,0.912,-2.177,0.4370000000000001,13.401,0.145
01/01/1898,2.737,0.31,8.35,0.616,-2.885,0.37,13.396,0.149
02/01/1898,2.354,0.314,8.238999999999999,0.377,-3.651,0.46,13.364,0.149
03/01/1898,3.751,0.271,10.174,0.377,-2.657,0.512,13.749,0.143
04/01/1898,7.906999999999999,0.337,14.459,0.289,1.49,0.337,14.868,0.155
05/01/1898,10.835,0.306,17.055999999999997,0.58,4.498,0.4970000000000001,15.621,0.144
06/01/1898,13.395,0.421,19.452,0.561,7.067,0.4,16.393,0.1639999999999999
07/01/1898,14.138,0.3670000000000001,20.145,0.495,8.039,0.306,16.627,0.154
08/01/1898,13.579,0.414,19.628,0.5920000000000001,7.656999999999999,0.338,16.512,0.161
09/01/1898,11.752999999999998,0.322,17.702,0.325,5.902,0.332,15.914,0.149
10/01/1898,8.828,0.247,14.69,0.364,2.8310000000000004,0.336,14.915,0.131
11/01/1898,5.452000000000001,0.274,11.444,0.358,-0.359,0.35,13.933,0.139
12/01/1898,3.407,0.325,9.443,0.565,-2.096,0.42,13.351,0.144
01/01/1899,2.515,0.326,8.443,0.286,-3.2620000000000005,0.517,13.306,0.147
02/01/1899,2.38,0.42,8.17,0.4370000000000001,-3.442,0.361,13.399,0.1669999999999999
03/01/1899,4.618,0.293,10.635,0.371,-1.5670000000000002,0.306,14.003,0.143
04/01/1899,8.280999999999999,0.345,14.438,0.547,2.074,0.386,15.026,0.153
05/01/1899,11.023,0.31,17.132,0.384,4.9670000000000005,0.462,15.836,0.143
06/01/1899,12.856,0.29,18.799,0.328,6.872000000000001,0.276,16.243000000000002,0.141
07/01/1899,14.159,0.333,20.168,0.521,7.9529999999999985,0.341,16.689,0.15
08/01/1899,13.777,0.394,19.598,0.5529999999999999,7.645999999999999,0.342,16.746000000000002,0.157
09/01/1899,12.127999999999998,0.282,18.22300000000001,0.439,5.974,0.293,16.178,0.138
10/01/1899,9.409,0.252,15.317,0.3229999999999999,3.551,0.422,15.287,0.134
11/01/1899,6.605,0.31,12.417,0.249,1.063,0.431,14.455,0.144
12/01/1899,3.005,0.342,8.639,0.67,-2.668,0.433,13.412,0.153
01/01/1900,1.461,0.276,7.193,0.465,-4.102,0.395,13.142,0.142
02/01/1900,3.0980000000000003,0.416,9.181,0.604,-2.814,0.626,13.777,0.173
03/01/1900,5.492000000000001,0.261,11.377,0.327,-0.68,0.61,14.4,0.141
04/01/1900,8.222999999999999,0.292,13.972,0.342,2.131,0.394,15.17,0.151
05/01/1900,11.385,0.357,17.415000000000006,0.329,5.178999999999999,0.379,15.955,0.159
06/01/1900,13.293,0.282,19.434,0.443,7.112,0.288,16.515,0.147
07/01/1900,14.171,0.345,19.897,0.3720000000000001,8.095,0.311,16.785,0.154
08/01/1900,13.816,0.383,19.85,0.343,7.891999999999999,0.377,16.699,0.159
09/01/1900,11.955,0.293,17.817999999999998,0.382,5.9670000000000005,0.337,16.124000000000002,0.147
10/01/1900,9.666,0.255,15.544,0.275,3.833,0.318,15.373,0.14
11/01/1900,5.803999999999999,0.276,11.527,0.454,0.121,0.409,14.189,0.1369999999999999
12/01/1900,3.655,0.341,9.466,0.315,-1.826,0.431,13.598,0.153
